katottg;latitude;longitude
UA53060150100084672;50.1467128;33.4486170
UA53060150110071503;50.1569765;33.4916488
UA53060150130064218;50.1824103;33.7545833
UA53060150140059070;50.1310005;33.4297530
UA53060150150018519;50.2124459;33.6370440
UA53060150160016160;50.1321514;33.6464980
UA53060150170025684;50.2321062;33.5544035
UA53060150180094860;50.1142315;33.7322355
UA53060150190038077;50.2770434;33.6308501
UA53060150200062965;50.2338241;33.6748378
UA53060150210029460;50.2619995;33.6401410
UA53060150220015819;50.1983230;33.4929528
UA53060150230038087;50.1591613;33.5382850
UA53060150240052216;50.0985541;33.6321045
UA53060150250014075;50.1407421;33.6993097
UA53060150260067891;50.1096194;33.7206626
UA53060150270084848;50.1490277;33.7098760
UA53060150280055943;50.2494444;33.5963889
UA53060150290064719;50.1305556;33.7005556
UA53060150300096687;50.1384374;33.4562780
UA53060150310025198;50.1682850;33.6088452
UA53060150320018950;50.1301606;33.4905078
UA53060150340076663;50.1326354;33.7270289
UA53060150350072064;50.1797929;33.5213851
UA53060150360071194;50.1018618;33.3975983
UA53060150370013620;50.1636782;33.5961313
UA53060150380058127;50.0917959;33.4099862
UA53060170000064030;50.4361700;33.9759300
UA53060170010077833;50.4300936;33.9815838
UA53060170020032090;50.5089290;33.9537947
UA53060170030082786;50.4978194;34.0493852
UA53060170040047368;50.4198895;33.9046441
UA53060170050014218;50.4466868;33.8860272
UA53060170060044796;50.5101772;33.9056004
UA53060170070045717;50.5092266;33.8192810
UA53060170080014738;50.4707189;33.9176643
UA53060170090018998;50.4747289;33.9975087
UA53060170100070981;50.4586128;33.8606290
UA53060170110033236;50.5163425;33.8657419
UA53060170120076344;50.4616856;33.8270087
UA53060170130034986;50.4540814;33.9748184
UA53060170140049371;50.4886111;34.0172222
UA53060170150016101;50.4888811;33.8914960
UA53060170160061229;50.4046517;34.0002261
UA53060170170085819;50.4767521;33.9058003
UA53060170180012791;50.4550643;34.0669101
UA53060170190036317;50.5258491;33.9793918
UA53060190000015369;50.3610461;33.2651711
UA53060190010016735;50.3610461;33.2651711
UA53060190020025422;50.2919115;33.1339204
UA53060190030019567;50.3594441;33.1480638
UA53060190040028306;50.4446794;33.0004676
UA53060190050062125;50.5194699;33.2629005
UA53060190060082029;50.3249212;33.3670258
UA53060190070070095;50.3015524;33.2368123
UA53060190080022920;50.4680618;33.4108569
UA53060190090095838;50.3827094;33.0875031
UA53060190100021675;50.4984832;33.3241670
UA53060190110087236;50.3744531;33.3892849
UA53060190120057213;50.4203691;33.5513924
UA53060190130055218;50.4246662;33.3134446
UA53060190140044527;50.3989996;33.2113759
UA53060190150060944;50.4751444;33.5840173
UA53060190160098328;50.4013786;33.5734947
UA53060190170074883;50.4420491;33.0752162
UA53060190180083974;50.3564588;33.2109990
UA53060190190049990;50.4800993;33.4029426
UA53060190200015843;50.3294441;33.2392675
UA53060190210077924;50.4601588;33.2906584
UA53060190220077483;50.4016282;33.0304213
UA53060190230064909;50.3875319;33.3122092
UA53060190240039821;50.4892266;33.0561822
UA53060190250056046;50.4102957;33.0810956
UA53060190260076238;50.4240483;33.2096798
UA53060190270018745;50.3042094;33.1948360
UA53060190280038902;50.4519537;33.5780592
UA53060190290017044;50.4011377;33.5145079
UA53060190300090154;50.3177745;33.2579611
UA53060190310013648;50.4974569;33.1064203
UA53060190320071055;50.4252221;33.4828472
UA53060190330010666;50.4912704;33.2602804
UA53060190340027611;50.4808333;33.2166667
UA53060190350015481;50.4547083;33.5212917
UA53060190360059685;50.3960829;33.0957952
UA53060190370085636;50.4542179;33.4923153
UA53060190380036334;50.4415924;33.4411984
UA53060190390051206;50.4545994;33.2102444
UA53060190400030468;50.4147926;33.4273789
UA53060190410080073;50.3516431;33.1834627
UA53060190420095874;50.2961438;33.3752046
UA53060190430088541;50.4696254;33.3952150
UA53060190440040851;50.3471871;33.0674148
UA53060190450091057;50.4823731;33.4609863
UA53060190460025729;50.4646938;33.4389369
UA53060190470036425;50.4414662;33.1284238
UA53060190480060569;50.4680390;33.3314905
UA53060190490096420;50.4249896;33.1555981
UA53060190500020841;50.4162220;33.2564170
UA53060210000044776;50.2109659;33.9903259
UA53060210010056848;50.2092278;34.0313190
UA53060210020035204;50.1362014;33.8510771
UA53060210030019203;50.1382882;33.8574293
UA53060210040053726;50.1885675;33.9281435
UA53060210050052909;50.1573176;33.9701028
UA53060210060022899;50.2048943;33.9472073
UA53060210070057230;50.1732952;33.8349849
UA53060210080049275;50.1756050;33.9904266
UA53060210090093734;50.2257173;33.8839742
UA53060210100045902;50.1580622;33.8656166
UA53060210110055313;50.2915885;34.0174611
UA53060210120044252;50.2649937;34.1362262
UA53060230000098362;49.9639791;33.6123809
UA53060230010027681;49.9639791;33.6123809
UA53060230020057323;49.9692954;33.3888509
UA53060230030044571;49.9896554;33.6728123
UA53060230040010980;50.0664121;33.5633684
UA53060230050093346;50.0523509;33.5159357
UA53060230060025231;49.9107535;33.6612123
UA53060230070014551;49.9309187;33.5700288
UA53060230080051318;50.0330360;33.4150392
UA53060230090096525;50.0275761;33.5695624
UA53060230100058100;50.0383271;33.5167245
UA53060230110097370;50.0470049;33.7031155
UA53060230120054468;49.9271911;33.4042813
UA53060230130054919;49.9268341;33.5274411
UA53060230140052583;50.0161105;33.6957152
UA53060230150010422;49.9574222;33.4589210
UA53060230160051394;50.0676746;33.5233861
UA53060230170041021;49.8547412;33.5933603
UA53060230180098844;49.9429723;33.7134906
UA53060230190081464;49.9859760;33.5570115
UA53060230200065498;50.0118477;33.4863866
UA53060230210048822;50.0332834;33.6707409
UA53060230220096352;49.8930810;33.4585017
UA53060230230060486;49.9592741;33.7337025
UA53060230240074947;49.9452864;33.7421785
UA53060230250059565;49.9029831;33.3861883
UA53060230260055235;49.9197195;33.3948273
UA53060230270013464;49.8778539;33.5171303
UA53060230280092755;50.0494121;33.4464980
UA53060230290012772;49.9008775;33.5374516
UA53060230300049500;50.0137154;33.7802328
UA53060230310052077;49.8679389;33.4513333
UA53060230320059648;50.0655728;33.4587230
UA53060230330014345;49.9970099;33.5376146
UA53060230340050642;50.0618696;33.7235370
UA53060230350011085;49.9954502;33.4964708
UA53060230360078510;50.0584376;33.5110457
UA53060230370012971;49.9071484;33.4951249
UA53060250000043118;50.3697861;33.7516913
UA53060250010098781;50.3697861;33.7516913
UA53060250020064293;50.3485463;33.7845907
UA53060250030096317;50.2740655;33.7237077
UA53060250040055677;50.3696679;33.6973479
UA53060250050068080;50.3749135;33.6110577
UA53060250060057220;50.3551905;33.6077688
UA53060250070019994;50.2595238;33.6878959
UA53060250080052801;50.2357179;33.7319379
UA53060250090051444;50.3224744;33.7462839
UA53060250100033159;50.3577778;33.6544444
UA53060270000016329;49.9910200;33.3265100
UA53060270010033721;49.9948750;33.3307307
UA53060270020065412;49.9231828;33.2247013
UA53060270030013670;49.9843992;33.3810238
UA53060270040033585;49.9421215;33.2755136
UA53060270050024462;49.8925849;33.2269068
UA53060270060037191;49.9789337;33.3748298
UA53060270070023836;49.9995850;33.4098625
UA53060290000047345;50.2215534;33.3390335
UA53060290010082589;50.2541345;33.3525070
UA53060290020013712;50.2144896;33.4676382
UA53060290030099345;50.1914143;33.4487908
UA53060290040023794;50.1832797;33.3913134
UA53060290050019434;50.2438040;33.4715318
UA53060290060074984;50.1625215;33.4599847
UA53060290070018885;50.2543189;33.1386407
UA53060290080033101;50.2003606;33.2119336
UA53060290090030858;50.2608337;33.2115273
UA53060290100043936;50.2463925;33.4977633
UA53060290110046200;50.2141268;33.3526328
UA53060290120053459;50.2720093;33.1600187
UA53060290130092365;50.2708676;33.4573976
UA53060290140091711;50.2206566;33.4513839
UA53060290150059751;50.2127965;33.3903240
UA53060290160059938;50.2482754;33.4368559
UA53060290170036970;50.2372222;33.2383333
UA53060290180010412;50.2177778;33.4886111
UA53060290190026080;50.1971226;33.2956996
UA53060290200028296;50.1857171;33.3676586
UA53060290210091546;50.1639378;33.2618743
UA53060290220067735;50.2230143;33.4207126
UA53060290230036602;50.2836778;33.2556213
UA53060310000047988;50.4017344;33.7631260
UA53060310010071486;50.4017344;33.7631260
UA53060310020023767;50.4346967;33.7381019
UA53060310030042907;50.3880314;33.8594997
UA53060310040075845;50.4055965;33.6285615
UA53060310050099987;50.4146171;33.6652632
UA53060310060070287;50.4110090;33.8824618
UA53060310070023534;50.4322088;33.6386461
UA53060310080083565;50.4390241;33.8111288
UA53060310090095353;50.4196678;33.8476422
UA53060310100045734;50.3921225;33.6938717
UA53060310110029349;50.4495820;33.7255708
UA53060310120074264;50.4016268;33.6247973
UA53060310130086091;50.4022283;33.8243037
UA53060330000036503;49.8768986;34.0070956
UA53060330010052509;49.8768986;34.0070956
UA53060330020073207;49.8366274;33.9960804
UA53060330030046028;49.9480918;34.0082758
UA53060330040053137;49.7210949;33.9386387
UA53060330050094406;49.7999464;33.9700439
UA53060330060065257;49.7829873;34.0199304
UA53060330070070182;49.9126188;34.0125116
UA53060330080076467;50.0516346;34.1435706
UA53060330090073920;50.0311222;34.1177995
UA53060330100084601;49.8432087;34.0307062
UA53060330110026195;49.8342214;34.2047996
UA53060330120082060;50.0304384;34.1535413
UA53060330130076914;49.8819093;34.2212805
UA53060330140059888;49.8179901;34.1791561
UA53060330150017447;49.7586939;33.9622475
UA53060330160067630;49.8320671;34.1272708
UA53060330170092358;49.8273949;34.0622924
UA53060330180099837;49.7551835;34.0143184
UA53060330190061484;49.7132102;33.9889438
UA53060330200059920;49.9325098;34.2194030
UA53060330210026711;49.8135428;34.0661250
UA53060330220011092;49.7289759;33.9120268
UA53060330230086569;49.7370281;34.0321600
UA53060330240087999;49.9099155;34.1702485
UA53060330250096897;50.0008057;34.0624246
UA53060330260075284;49.9490025;34.1008741
UA53060330270011604;49.9487289;34.2516772
UA53060330280069032;49.8603844;34.1931305
UA53060330290066256;49.8689272;34.2015887
UA53060330300033638;49.8458581;34.1205748
UA53060330310063774;49.7614336;33.9826001
UA53060330320079021;49.7550123;33.9959482
UA53060330330093922;49.8048525;34.0342456
UA53060330340056153;49.9911499;34.0436613
UA53060330350028435;49.8210381;34.1239668
UA53060330360020178;49.9735385;34.0929534
UA53060330370048661;49.9561476;34.1279758
UA53060330380053592;49.9689116;34.1452862
UA53060330390064239;49.7456785;33.8996038
UA53060330400013068;49.8007988;34.0694290
UA53060330410040500;49.8155952;33.8871808
UA53060330420069049;49.7637146;34.0129651
UA53060330430031448;49.9957887;34.1831607
UA53060330440012153;49.9052078;34.2648096
UA53060330450049868;49.8917329;34.0702890
UA53060330460041767;49.8430378;34.1628659
UA53060330470082715;49.8923267;34.1018081
UA53060330480025331;49.9787340;34.0402628
UA53060330490064825;49.9830998;34.2153025
UA53060330500029686;49.7366157;34.0478044
UA53060330510047323;49.8755334;34.1465366
UA53060330520091246;49.7163809;33.9101766
UA53060330530059101;49.7392551;33.8936566
UA53060330540083933;50.0174428;34.1755177
UA53060330550070375;49.7267383;33.9864596
UA53060330560035231;49.7239212;34.0325565
UA53060330570093745;49.9076924;34.1123809
UA53060330580092595;49.7896771;33.9255071
UA53060330590016456;50.0440667;34.1853280
UA53060330600088162;49.7800479;34.0683547
UA53060330610055403;49.8432942;34.0917640
UA53060330620092542;49.7628712;33.9115358
UA53060330630089990;49.9714929;34.1826899
UA53060330640041841;49.8063587;33.9075334
UA53060330650067384;49.8267964;34.0102215
UA53060330660049944;49.8511564;34.0209264
UA53060330670033463;49.9188722;34.2206197
UA53060330680010505;49.8262834;34.0531734
UA53060330690055447;49.8292757;34.0844952
UA53060330700058465;49.7437944;33.9716309
UA53060330710075412;49.8108308;34.1571242
UA53060330720093133;49.7961519;34.1159244
UA53060330730080395;49.9286843;34.0934821
UA53060330740044732;49.7661420;34.0486800
UA53060330750024391;49.8361786;33.9085828
UA53080000000068029;49.5894444;34.5513889
UA53080010000088479;49.2628757;34.2086792
UA53080010010014619;49.2509343;34.2714543
UA53080010020061165;49.2164725;34.1052114
UA53080010030068904;49.2104900;34.3676809
UA53080010040052519;49.2648507;34.1064206
UA53080010050053550;49.2338186;34.1099437
UA53080010060053398;49.2500000;34.1686111
UA53080010070087082;49.2490428;34.0490853
UA53080010080096066;49.2940120;34.1412143
UA53080010090045863;49.2837267;34.3138578
UA53080010100020527;49.2902357;34.2534010
UA53080010110064405;49.2332853;34.0434426
UA53080010120018533;49.2111567;34.0704853
UA53080010130028589;49.1907720;34.2628345
UA53080010140027056;49.2442250;34.3030998
UA53080010150048049;49.3024708;34.0734814
UA53080010160094036;49.2702799;34.2274242
UA53080010170030956;49.2528463;34.3823051
UA53080010180093125;49.3060115;34.2356107
UA53080010190083240;49.3238889;34.0147222
UA53080010200025608;49.2180556;34.0488889
UA53080010210029250;49.2299449;34.4254239
UA53080010220029749;49.2849690;34.0438479
UA53080010230046593;49.1752491;34.3418595
UA53080010240041254;49.2268116;34.3729552
UA53080010250056701;49.2070313;34.3297437
UA53080010260096930;49.2620601;34.0721435
UA53080010270081983;49.2761192;34.1165890
UA53080030000061078;49.8623332;34.7772217
UA53080030010082675;49.8975868;34.8189661
UA53080030020057099;49.8393198;34.7235173
UA53080030030084262;49.7463350;34.6311691
UA53080030040097105;49.8665072;34.7464252
UA53080030050086414;49.8140686;34.7211809
UA53080030060067340;49.9289804;34.7229792
UA53080030070026871;49.7765594;34.6920232
UA53080030080047984;49.8410742;34.8450666
UA53080030090070385;49.8033598;34.7546679
UA53080030100069514;49.7871619;34.6805148
UA53080030110070296;49.8024114;34.7110731
UA53080030120015221;49.9165285;34.8752579
UA53080030130057221;49.8357139;34.7880051
UA53080030140081831;49.7796972;34.7497781
UA53080030150089653;49.8633103;34.6850627
UA53080030160053413;49.9332613;34.6808323
UA53080030170026488;49.9206246;34.7633904
UA53080030180087479;49.9275414;34.8964841
UA53080030190089080;49.9545295;34.8368530
UA53080030200089410;49.8385258;34.6672824
UA53080030210078662;49.8874363;34.7544986
UA53080030220028714;49.8233435;34.7521043
UA53080030230033505;49.7954161;34.7649255
UA53080030240090429;49.7901986;34.6390867
UA53080030250087693;49.9069473;34.8935751
UA53080030260027430;49.7986175;34.7222465
UA53080030270019925;49.8798842;34.7828763
UA53080030280069423;49.8240913;34.7361995
UA53080030290029860;49.8872753;34.7015507
UA53080050000011754;49.8215941;34.4242859
UA53080050010011580;49.8222379;34.5340800
UA53080050020015007;49.8616910;34.2669216
UA53080050030084167;49.7629384;34.3003749
UA53080050040075485;49.7204344;34.3737892
UA53080050050052380;49.8211965;34.3388118
UA53080050060075459;49.7693435;34.3383758
UA53080050070073842;49.8263889;34.4500000
UA53080050080017948;49.7481110;34.4653195
UA53080050090026146;49.8560604;34.5830708
UA53080050100087990;49.7358384;34.4973388
UA53080050110034790;49.9024708;34.4807351
UA53080050120096948;49.7240767;34.5860983
UA53080050130046279;49.7258744;34.6119165
UA53080050140038704;49.8744234;34.3505286
UA53080050150027232;49.9118573;34.4581899
UA53080050160088403;49.8194848;34.2901259
UA53080050170088484;49.8046942;34.2638108
UA53080050180047082;49.7868810;34.2583974
UA53080050190085464;49.8578026;34.4013543
UA53080050200056285;49.8716179;34.3788084
UA53080050210082760;49.7288207;34.5711715
UA53080050220092034;49.8838490;34.6404460
UA53080050230040062;49.7508451;34.2132858
UA53080050240018242;49.8117981;34.2429091
UA53080050250058482;49.9114350;34.5117275
UA53080050260079246;49.8736287;34.5080528
UA53080050270016813;49.7480195;34.2907274
UA53080050280054738;49.7829552;34.3881730
UA53080050290035696;49.7128321;34.4343328
UA53080050300077120;49.7399316;34.4465130
UA53080050310025194;49.8431017;34.3829199
UA53080050320097197;49.7845058;34.6089499
UA53080050330067357;49.7834647;34.2132255
UA53080050340014143;49.7413056;34.2113611
UA53080050350059196;49.8461354;34.2912819
UA53080050360076538;49.9207077;34.3881968
UA53080050370019933;49.7397367;34.3591468
UA53080050380013735;49.8859865;34.5857106
UA53080050390093106;49.8867638;34.4600371
UA53080050400010189;49.9001186;34.3308241
UA53080050410096135;49.7316474;34.3376435
UA53080050420043294;49.8901155;34.3940613
UA53080050430058945;49.8553292;34.6319559
UA53080050440035781;49.8228486;34.3683580
UA53080050450023930;49.7862968;34.5442549
UA53080050460030481;49.8430556;34.2666667
UA53080050470053045;49.7591667;34.5911111
UA53080050480052246;49.7995358;34.3624549
UA53080050490042895;49.7428357;34.5732773
UA53080050500025123;49.7590031;34.4295672
UA53080050510024103;49.7555215;34.4916246
UA53080050520013866;49.9258045;34.3366567
UA53080050530029113;49.8413705;34.4681196
UA53080050540014659;49.7761704;34.4394455
UA53080050550091164;49.8838490;34.4115421
UA53080050560099174;49.8446111;34.6014167
UA53080050570038147;49.8867609;34.2981937
UA53080050580071151;49.9202708;34.2996652
UA53080070000036333;49.2679308;34.6061501
UA53080070010093164;49.2679308;34.6061501
UA53080070020082194;49.3293286;34.5724194
UA53080070030041509;49.3176687;34.5351570
UA53080070040067311;49.2999057;34.5959657
UA53080070050037547;49.3399268;34.7289269
UA53080070060044883;49.2530023;34.5720509
UA53080070070058619;49.2784526;34.4787119
UA53080070080070471;49.2282743;34.5452504
UA53080070090057820;49.2825235;34.6710298
UA53080070100071529;49.3247013;34.6797592
UA53080070110020131;49.2964119;34.5106528
UA53080070120031467;49.2026674;34.4860460
UA53080070130024345;49.3015626;34.4788527
UA53080070140054142;49.2538734;34.4515146
UA53080070150090988;49.1894215;34.4399753
UA53080070160096372;49.2207419;34.4551778
UA53080090000014431;50.2102700;34.3577500
UA53080090010093569;50.2081391;34.3668418
UA53080090020083201;49.9904923;34.2905208
UA53080090030080464;50.0627795;34.3363931
UA53080090040099408;50.1251085;34.1705566
UA53080090050022116;50.2346701;34.3053952
UA53080090060050352;50.0387198;34.3469731
UA53080090070089530;50.0245494;34.3158485
UA53080090080065986;50.1331182;34.4452599
UA53080090090011464;50.2368528;34.2682758
UA53080090100040538;50.2194674;34.4745562
UA53080090110041949;50.3316344;34.2702788
UA53080090120025663;50.1677014;34.3155474
UA53080090130084233;50.0222941;34.3819760
UA53080090140031451;50.2138982;34.2982359
UA53080090150071862;50.0632215;34.2259598
UA53080090160096025;50.2037896;34.4491609
UA53080090170098261;50.1625483;34.2915374
UA53080090180096381;49.9949207;34.3439361
UA53080090190075511;50.1151050;34.2910095
UA53080090200015207;50.1389606;34.4342131
UA53080090210057258;50.1337469;34.5195910
UA53080090220040926;50.1940170;34.1672710
UA53080090230083648;50.2063685;34.4784137
UA53080090240073185;50.1974964;34.5058985
UA53080090250017996;50.0193945;34.2559640
UA53080090260066030;50.1026788;34.1384688
UA53080090270060422;50.2981905;34.3205773
UA53080090280082773;50.1292493;34.3495086
UA53080090290055055;49.9787815;34.3641350
UA53080090300083803;50.2396758;34.4809854
UA53080090310064209;50.1212939;34.4586943
UA53080090320064971;50.3309189;34.3364895
UA53080090330020729;50.2443143;34.4626622
UA53080090340070266;50.0565217;34.2791452
UA53080090350057056;50.3094612;34.3589731
UA53080090360056916;50.1837064;34.2328144
UA53080090370084449;50.0022003;34.3980489
UA53080090380098349;50.1536271;34.4019064
UA53080090390013777;50.3416176;34.3851906
UA53080090400036362;49.9398647;34.3733242
UA53080090410045596;49.9454956;34.3198610
UA53080090420067525;50.0556269;34.4409637
UA53080090430064495;50.0345768;34.2472138
UA53080090440081202;50.1452616;34.4139611
UA53080090450024042;50.1896545;34.3379361
UA53080090460052962;50.2153421;34.3194522
UA53080090470034041;50.2419436;34.5131313
UA53080090480060430;50.1369979;34.4210333
UA53080090490090694;50.0800425;34.4411244
UA53080090500063260;50.1900673;34.4281054
UA53080090510037235;50.0694442;34.4803553
UA53080090520024240;50.1159324;34.3495189
UA53080090530021962;50.2669292;34.4234717
UA53080090540096138;50.1258804;34.2741786
UA53080090550056806;50.0494000;34.3771052
UA53080090560074403;50.1871228;34.4659789
UA53080090570037120;49.9813726;34.4036745
UA53080090580034547;50.0935426;34.0554801
UA53080090590027675;50.2940721;34.3548127
UA53080090600052889;50.1109360;34.5412614
UA53080090610087060;50.2358333;34.5452778
UA53080090620017332;50.2327778;34.4008333
UA53080090630098365;50.2916667;34.4066667
UA53080090640021025;50.1997662;34.3019326
UA53080090650092531;49.9769727;34.3154375
UA53080090660041090;50.1423694;34.4666804
UA53080090670096292;50.0674224;34.4007813
UA53080090680097086;50.1696241;34.4306596
UA53080090690085936;50.0599862;34.1783446
UA53080090700062000;50.2464087;34.3490592
UA53080090710097546;50.1114746;34.5052555
UA53080090720014470;50.1531516;34.2460510
UA53080090730029151;50.3310377;34.3673077
UA53080090740070663;50.2579179;34.2413376
UA53080090750067163;50.2051307;34.4621800
UA53080090760074025;50.2589483;34.5075058
UA53080090770064836;50.1033083;34.3835833
UA53080090780055170;50.0723256;34.2122978
UA53080090790047879;50.2967313;34.2512092
UA53080090800035300;49.9687265;34.3816545
UA53080090810028923;50.2183186;34.5440277
UA53080090820030327;50.1334695;34.3896340
UA53080090830071333;50.0478652;34.4226405
UA53080090840054436;49.9905959;34.3707249
UA53080110000062015;49.4721100;35.1289800
UA53080110010062221;49.4547499;35.1307964
UA53080110020056163;49.3597765;34.9815452
UA53080110030084590;49.5951155;35.1793725
UA53080110040066975;49.5984869;35.0805253
UA53080110050069369;49.5418476;35.1024828
UA53080110060055859;49.3833895;35.0046958
UA53080110070043634;49.5806732;35.1060368
UA53080110080055984;49.6028045;35.1610903
UA53080110090033729;49.4474909;35.1748125
UA53080110100011399;49.3473876;35.0301413
UA53080110110085995;49.5653375;35.1504141
UA53080110120053478;49.4015895;35.0073464
UA53080110130060587;49.4886860;35.1005192
UA53080110140041652;49.4005072;35.0471484
UA53080110150025748;49.5187306;35.1139373
UA53080110160013034;49.4216571;35.0973531
UA53080110170085441;49.5127428;35.0385548
UA53080130000014699;48.9847234;34.2086792
UA53080130010037756;49.1473602;34.1992701
UA53080130020033969;48.9273789;34.0450437
UA53080130030033767;48.9767620;34.3372535
UA53080130040092566;49.0388567;34.3476071
UA53080130050031526;49.0102182;34.2464359
UA53080130060084205;49.0404805;34.0664963
UA53080130070018824;48.9461111;34.1916667
UA53080130080025869;49.1306147;34.4460787
UA53080130090044487;49.0274158;34.2422444
UA53080130100031302;49.0983189;34.2214457
UA53080130110083463;49.2016735;34.1556299
UA53080130120021785;49.2137494;34.2387768
UA53080130130078609;49.1761656;34.1772236
UA53080130140095234;49.0863217;34.1648128
UA53080130150068741;48.8936902;34.3008920
UA53080130160041260;49.0684438;34.3082795
UA53080130170034905;48.9188323;34.2866574
UA53080130180083569;48.9481804;34.2582556
UA53080130190031334;49.2138235;34.1796015
UA53080130200055899;49.1464947;34.3895767
UA53080130210017502;49.0893191;34.4769305
UA53080130220039273;48.8925000;34.1053889
UA53080130230044898;49.0446363;34.0222022
UA53080130240079357;49.2163514;34.2025480
UA53080130250080381;49.0796912;34.2597518
UA53080130260056866;49.1811449;34.2268663
UA53080130270091491;49.1082278;34.1111356
UA53080130280014164;49.0609767;34.3766050
UA53080130290027527;49.0438707;34.2785787
UA53080130300020754;49.0099636;34.3075256
UA53080130310093451;49.0227081;34.2073276
UA53080130320034766;49.1232950;34.2728156
UA53080130330092856;49.1942881;34.2282232
UA53080130340011354;48.9941777;34.1074633
UA53080130350088850;48.9890457;34.3062838
UA53080130360080991;49.0270192;34.3162700
UA53080130370025876;49.1937447;34.1812976
UA53080130380034112;48.9820560;34.0391802
UA53080130390024624;48.9900037;33.9521406
UA53080130400092898;48.8585368;34.2317406
UA53080130410045329;49.0779527;34.3476291
UA53080130420028633;49.0309980;34.1983720
UA53080130430029379;49.0608349;34.1608357
UA53080130440097138;49.1358566;34.1685418
UA53080130450061246;49.0060955;34.0498682
UA53080130460092944;49.0263942;34.1420245
UA53080130470010497;48.7773647;34.2997899
UA53080130480043141;48.9857583;34.2179712
UA53080130490055995;48.9502486;34.0114945
UA53080130500010963;49.0028223;33.9983066
UA53080130510075736;48.8673168;34.3187892
UA53080130520030173;49.0972880;34.3749102
UA53080130530059538;48.8902778;34.0722222
UA53080130540048692;48.9588889;34.3072222
UA53080130550048089;49.0654785;34.2080061
UA53080130560083461;49.0867063;34.0768816
UA53080130570065805;49.1165687;34.3037987
UA53080130580074742;48.8705222;34.2817448
UA53080130590085310;49.1360558;34.1341459
UA53080130600042399;49.0757764;34.1337178
UA53080130610071649;48.9111399;34.2433831
UA53080130620036119;49.0559052;34.0716460
UA53080130630019101;49.1892240;34.1976933
UA53080150000085889;49.6026000;34.7679300
UA53080150010042088;49.6110224;34.7687735
UA53080150020074910;49.6391737;34.9028711
UA53080150030011110;49.6184714;34.8028738
UA53080150040040239;49.5648062;34.9533638
UA53080150050059654;49.6200057;34.8723580
UA53080150060067079;49.5577599;34.8843006
UA53080150070034714;49.5925987;34.9859290
UA53080150080066171;49.5751143;34.9944022
UA53080150090035770;49.5870660;34.9125456
UA53080150100011536;49.6271842;34.8288029
UA53080150110042960;49.5533261;34.8350181
UA53080170000047487;50.0608858;34.7476959
UA53080170010073464;50.0683276;34.7592113
UA53080170020026943;50.0936556;34.6359167
UA53080170030055475;49.9920257;34.7110243
UA53080170040036559;50.1548568;34.8248081
UA53080170050079947;50.0040062;34.7715196
UA53080170060035067;50.0467707;34.8965174
UA53080170070082933;50.1532228;34.8617501
UA53080170080063403;50.0455447;34.7099740
UA53080170090023190;50.1197222;34.9138889
UA53080170100010714;50.0978883;34.8491844
UA53080190000081150;49.3508050;35.2638474
UA53080190010066776;49.3508050;35.2638474
UA53080190020031880;49.4158109;35.2989689
UA53080190030063461;49.3225171;35.1299557
UA53080190040048441;49.3633005;35.3170177
UA53080190050023611;49.3416451;35.2555386
UA53080190060057326;49.3216872;35.2376519
UA53080190070053483;49.3767789;35.2099438
UA53080190080032344;49.3952921;35.2606316
UA53080190090033384;49.3886043;35.1232674
UA53080190100091368;49.4388430;35.3273919
UA53080190110026561;49.3876160;35.3366172
UA53080210000072644;49.5146600;35.2940500
UA53080210010066625;49.5172756;35.3005132
UA53080210020031009;49.5850290;35.2909373
UA53080210030047602;49.5386286;35.2096316
UA53080210040078040;49.5911062;35.3488399
UA53080210050013137;49.4713930;35.2858769
UA53080210060021662;49.5452251;35.3803391
UA53080210070031040;49.5107794;35.4058183
UA53080210080095158;49.5232526;35.3674330
UA53080210090072065;49.5031215;35.4524047
UA53080230000047239;49.5296326;34.4297448
UA53080230010079895;49.5296326;34.4297448
UA53080230020081599;49.5534077;34.3884896
UA53080230030030653;49.4387749;34.3524638
UA53080230040086330;49.5248280;34.2646364
UA53080230050088207;49.5721427;34.2942558
UA53080230060092332;49.5446401;34.3265713
UA53080230070078288;49.4343973;34.2964180
UA53080230080070185;49.5099696;34.3269545
UA53080230090026305;49.5282641;34.3030691
UA53080230100021287;49.5572979;34.3491360
UA53080230110025424;49.5421882;34.4427746
UA53080230120035981;49.5191551;34.2407178
UA53080230130068277;49.5687369;34.3585036
UA53080230140061675;49.4994056;34.3298923
UA53080230150049516;49.5620907;34.3178857
UA53080230160068198;49.4978249;34.3140538
UA53080230170025141;49.5073912;34.2971936
UA53080230180091186;49.5263518;34.3401106
UA53080230190096788;49.4906265;34.2328189
UA53080230200024327;49.4475862;34.3124877
UA53080230210077857;49.5075000;34.3402778
UA53080230220055187;49.5082230;34.3933737
UA53080230230070778;49.5085671;34.4305209
UA53080230240035230;49.4870919;34.3020473
UA53080230250095283;49.4887273;34.2658835
UA53080230260044951;49.4648277;34.2616972
UA53080230270074063;49.4769358;34.3812966
UA53080250000097618;49.4449171;34.8757539
UA53080250010055608;49.4449172;34.8757539
UA53080250020010437;49.3345116;34.9712279
UA53080250030010692;49.4800453;34.8837392
UA53080250040082227;49.5002266;34.9609397
UA53080250050099790;49.4500768;34.7449406
UA53080250060086123;49.4749509;35.0462963
UA53080250070045666;49.4891592;35.0162009
UA53080250080010682;49.3883845;34.9621942
