id;koatuu;name;type;oblast;raion;hromada
UA32080190220057989;3222783802;Лозовик;село;Київська;Бучанський;Макарівська
UA32080190230091467;3222784401;Людвинівка;село;Київська;Бучанський;Макарівська
UA32080190240062920;3222782303;Макарівська Буда;село;Київська;Бучанський;Макарівська
UA32080190250066797;3222784601;Маковище;село;Київська;Бучанський;Макарівська
UA32080190260020160;3222780902;Малий Карашин;село;Київська;Бучанський;Макарівська
UA32080190270097834;3222782603;Мар’янівка;село;Київська;Бучанський;Макарівська
UA32080190280015915;3222784501;Мар’янівка;село;Київська;Бучанський;Макарівська
UA32080190290095294;3222782604;Миколаївка;село;Київська;Бучанський;Макарівська
UA32080190300012525;3222784801;Мотижин;село;Київська;Бучанський;Макарівська
UA32080190310018794;3222785201;Наливайківка;село;Київська;Бучанський;Макарівська
UA32080190320045316;3222785501;Небелиця;село;Київська;Бучанський;Макарівська
UA32080190330023402;3222785801;Ніжиловичі;село;Київська;Бучанський;Макарівська
UA32080190340049422;3222783502;Новомирівка;село;Київська;Бучанський;Макарівська
UA32080190350019725;3222786501;Пашківка;село;Київська;Бучанський;Макарівська
UA32080190360081164;3222786801;Плахтянка;село;Київська;Бучанський;Макарівська
UA32080190370033133;3222785202;Почепин;село;Київська;Бучанський;Макарівська
UA32080190380052426;3222787101;Рожів;село;Київська;Бучанський;Макарівська
UA32080190390090874;3222780403;Садки-Строївка;село;Київська;Бучанський;Макарівська
UA32080190400061105;3222783204;Северинівка;село;Київська;Бучанський;Макарівська
UA32080190410032288;3222787401;Ситняки;село;Київська;Бучанський;Макарівська
UA32080190420061710;3222782304;Соболівка;село;Київська;Бучанський;Макарівська
UA32080190430030637;3222755103;Фасівочка;село;Київська;Бучанський;Макарівська
UA32080190440042738;3222788001;Фасова;село;Київська;Бучанський;Макарівська
UA32080190450093017;3222783503;Ферма;село;Київська;Бучанський;Макарівська
UA32080190460042549;3222780202;Червона Гірка;село;Київська;Бучанський;Макарівська
UA32080190470070632;3222788201;Червона Слобода;село;Київська;Бучанський;Макарівська
UA32080190480053776;3222780404;Шнурів Ліс;село;Київська;Бучанський;Макарівська
UA32080190490096915;3222788601;Юрів;село;Київська;Бучанський;Макарівська
UA32080210010080513;3221055900;Немішаєве;селище міського типу;Київська;Бучанський;Немішаївська
UA32080210020027942;3221055500;Клавдієво-Тарасове;селище міського типу;Київська;Бучанський;Немішаївська
UA32080210030085822;3221085501;Микуличі;село;Київська;Бучанський;Немішаївська
UA32080210040087030;3221055501;Пороскотень;село;Київська;Бучанський;Немішаївська
UA32080230010086797;3221055600;Пісківка;селище міського типу;Київська;Бучанський;Пісківська
UA32080230020084381;3221055602;Мигалки;село;Київська;Бучанський;Пісківська
UA32080230030067878;3221055601;Раска;село;Київська;Бучанський;Пісківська
UA32100010010059200;3221810100;Вишгород;місто;Київська;Вишгородський;Вишгородська
UA32100010020025001;3221888802;Осещина;село;Київська;Вишгородський;Вишгородська
UA32100010030092497;3221888801;Хотянівка;село;Київська;Вишгородський;Вишгородська
UA32100030010047254;3221855300;Димер;селище міського типу;Київська;Вишгородський;Димерська
UA32100030020040006;3221880401;Абрамівка;село;Київська;Вишгородський;Димерська
UA32100030030036672;3221884802;Андріївка;село;Київська;Вишгородський;Димерська
UA32100030040079136;3221880801;Богдани;село;Київська;Вишгородський;Димерська
UA32100030050092866;3221881201;Вахівка;село;Київська;Вишгородський;Димерська
UA32100030060017851;3221887202;Володимирівка;село;Київська;Вишгородський;Димерська
UA32100030070068739;3221882201;Глібівка;село;Київська;Вишгородський;Димерська
UA32100030080030227;3221883203;Гута-Катюжанська;село;Київська;Вишгородський;Димерська
UA32100030090077939;3221882401;Демидів;село;Київська;Вишгородський;Димерська
UA32100030100064105;3221888602;Дмитрівка;село;Київська;Вишгородський;Димерська
UA32100030110041670;3221880402;Дудки;село;Київська;Вишгородський;Димерська
UA32100030120091829;3221855301;Каменка;село;Київська;Вишгородський;Димерська
UA32100030130088036;3221883201;Катюжанка;село;Київська;Вишгородський;Димерська
UA32100030140023944;3221883601;Козаровичі;село;Київська;Вишгородський;Димерська
UA32100030150090532;3221887002;Круги;село;Київська;Вишгородський;Димерська
UA32100030160014972;3221884401;Литвинівка;село;Київська;Вишгородський;Димерська
UA32100030170037146;3221884402;Лісовичі;село;Київська;Вишгородський;Димерська
UA32100030180047483;3221881202;Любидва;село;Київська;Вишгородський;Димерська
UA32100030190019385;3221884801;Любимівка;село;Київська;Вишгородський;Димерська
UA32100030200038971;3221884403;Миколаївка;село;Київська;Вишгородський;Димерська
UA32100030210010596;3221880802;Овдієва Нива;село;Київська;Вишгородський;Димерська
UA32100030220020458;3221880803;Пилява;село;Київська;Вишгородський;Димерська
UA32100030230017693;3221855303;Рикунь;село;Київська;Вишгородський;Димерська
UA32100030240024999;3221880804;Ритні;село;Київська;Вишгородський;Димерська
UA32100030250029360;3221880805;Рихта;село;Київська;Вишгородський;Димерська
UA32100030260065845;3221887001;Рови;село;Київська;Вишгородський;Димерська
UA32100030270067862;3221887003;Розтісне;село;Київська;Вишгородський;Димерська
UA32100030280023171;3221887201;Рудня-Димерська;село;Київська;Вишгородський;Димерська
UA32100030290078680;3221880403;Савенки;село;Київська;Вишгородський;Димерська
UA32100030300028403;3221884803;Сичівка;село;Київська;Вишгородський;Димерська
UA32100030310085238;3221888301;Сухолуччя;село;Київська;Вишгородський;Димерська
UA32100030320050812;3221888601;Толокунь;село;Київська;Вишгородський;Димерська
UA32100030330055817;3221887004;Федорівка;село;Київська;Вишгородський;Димерська
UA32100030340025883;3221889001;Ясногородка;село;Київська;Вишгородський;Димерська
UA32100050010050212;3222055100;Іванків;селище міського типу;Київська;Вишгородський;Іванківська
UA32100050020013829;3222086802;Білий Берег;село;Київська;Вишгородський;Іванківська
UA32100050030071631;3222080301;Блідча;село;Київська;Вишгородський;Іванківська
UA32100050040081804;3222055101;Болотня;село;Київська;Вишгородський;Іванківська
UA32100050050075690;3222084602;Буда-Полідарівська;село;Київська;Вишгородський;Іванківська
UA32100050060037497;3222080601;Варівськ;село;Київська;Вишгородський;Іванківська
UA32100050070066046;3222081202;Верхолісся;село;Київська;Вишгородський;Іванківська
UA32100050080091658;3222086803;Воропаївка;село;Київська;Вишгородський;Іванківська
UA32100050090067831;3222080701;Горностайпіль;село;Київська;Вишгородський;Іванківська
UA32100050100023728;3222080703;Губин;село;Київська;Вишгородський;Іванківська
UA32100050110028168;3222080901;Димарка;село;Київська;Вишгородський;Іванківська
UA32100050120075613;3222080801;Дитятки;село;Київська;Вишгородський;Іванківська
UA32100050130038406;3222083602;Доманівка;село;Київська;Вишгородський;Іванківська
UA32100050140022608;3222084202;Жерева;село;Київська;Вишгородський;Іванківська
UA32100050150091599;3222084203;Жеревпілля;село;Київська;Вишгородський;Іванківська
UA32100050160054078;3222081201;Жміївка;село;Київська;Вишгородський;Іванківська
UA32100050170097588;3222055102;Запрудка;село;Київська;Вишгородський;Іванківська
UA32100050180083904;3222081301;Заруддя;село;Київська;Вишгородський;Іванківська
UA32100050190030652;3222082902;Захарівка;село;Київська;Вишгородський;Іванківська
UA32100050200095159;3222086804;Зимовище;село;Київська;Вишгородський;Іванківська
UA32100050210071128;3222080803;Зорин;село;Київська;Вишгородський;Іванківська
UA32100050220050646;3222081303;Калинове;село;Київська;Вишгородський;Іванківська
UA32100050230029571;3222083603;Карпилівка;село;Київська;Вишгородський;Іванківська
UA32100050240013790;3222083604;Ковалівка;село;Київська;Вишгородський;Іванківська
UA32100050250084411;3222080302;Коленці;село;Київська;Вишгородський;Іванківська
UA32100050260028656;3222080303;Коленцівське;село;Київська;Вишгородський;Іванківська
UA32100050270090596;3222085003;Красилівка;село;Київська;Вишгородський;Іванківська
UA32100050280067777;3222081601;Кропивня;село;Київська;Вишгородський;Іванківська
UA32100050290045089;3222081901;Кухарі;село;Київська;Вишгородський;Іванківська
UA32100050300088594;3222080705;Лапутьки;село;Київська;Вишгородський;Іванківська
UA32100050310096128;3222080304;Леонівка;село;Київська;Вишгородський;Іванківська
UA32100050320093126;3222080602;Людвинівка;село;Київська;Вишгородський;Іванківська
UA32100050330075394;3222082101;Макарівка;село;Київська;Вишгородський;Іванківська
UA32100050340083304;3222082102;Мала Макарівка;село;Київська;Вишгородський;Іванківська
UA32100050350035187;3222081403;Медвин;село;Київська;Вишгородський;Іванківська
UA32100050360056432;3222081602;Мокра Корма;село;Київська;Вишгородський;Іванківська
UA32100050370071521;3222082401;Мусійки;село;Київська;Вишгородський;Іванківська
UA32100050380075249;3222082103;Нові Макалевичі;село;Київська;Вишгородський;Іванківська
UA32100050390044728;3222085007;Нові Соколи;село;Київська;Вишгородський;Іванківська
UA32100050400017322;3222082701;Обуховичі;село;Київська;Вишгородський;Іванківська
UA32100050410020300;3222082901;Олива;село;Київська;Вишгородський;Іванківська
UA32100050420050251;3222083001;Олізарівка;село;Київська;Вишгородський;Іванківська
UA32100050430043268;3222083201;Оране;село;Київська;Вишгородський;Іванківська
UA32100050440038007;3222081305;Осовець;село;Київська;Вишгородський;Іванківська
UA32100050450060601;3222083902;Пироговичі;село;Київська;Вишгородський;Іванківська
UA32100050460078825;3222081905;Підгайне;село;Київська;Вишгородський;Іванківська
UA32100050470046002;3222083601;Піски;село;Київська;Вишгородський;Іванківська
UA32100050480078315;3222084603;Полідарівка;село;Київська;Вишгородський;Іванківська
UA32100050490072312;3222082404;Поталіївка;село;Київська;Вишгородський;Іванківська
UA32100050500087956;3222085009;Потоки;село;Київська;Вишгородський;Іванківська
UA32100050510030101;3222083901;Прибірськ;село;Київська;Вишгородський;Іванківська
UA32100050520087226;3222080603;Рахвалівка;село;Київська;Вишгородський;Іванківська
UA32100050530024108;3222084201;Розважів;село;Київська;Вишгородський;Іванківська
UA32100050540098944;3222086805;Рокитна Слобода;село;Київська;Вишгородський;Іванківська
UA32100050550024618;3222080903;Рудня-Левківська;село;Київська;Вишгородський;Іванківська
UA32100050560096470;3222081603;Рудня-Сидорівська;село;Київська;Вишгородський;Іванківська
UA32100050570045281;3222086402;Рудня-Тальська;село;Київська;Вишгородський;Іванківська
UA32100050580054483;3222086403;Рудня-Шпилівська;село;Київська;Вишгородський;Іванківська
UA32100050590071864;3222082104;Русаки;село;Київська;Вишгородський;Іванківська
UA32100050600078161;3222084601;Сидоровичі;село;Київська;Вишгородський;Іванківська
UA32100050610034049;3222081307;Слобода-Кухарська;село;Київська;Вишгородський;Іванківська
UA32100050620092691;3222086404;Соснівка;село;Київська;Вишгородський;Іванківська
UA32100050630014721;3222084204;Ставрівка;село;Київська;Вишгородський;Іванківська
UA32100050640028922;3222082702;Станішівка;село;Київська;Вишгородський;Іванківська
UA32100050650078006;3222080902;Старий Міст;село;Київська;Вишгородський;Іванківська
UA32100050660035821;3222085001;Старі Соколи;село;Київська;Вишгородський;Іванківська
UA32100050670028917;3222082903;Старовичі;село;Київська;Вишгородський;Іванківська
UA32100050680084726;3222083202;Степанівка;село;Київська;Вишгородський;Іванківська
UA32100050690068071;3222081401;Страхолісся;село;Київська;Вишгородський;Іванківська
UA32100050700081670;3222082002;Сукачі;село;Київська;Вишгородський;Іванківська
UA32100050710017358;3222085601;Термахівка;село;Київська;Вишгородський;Іванківська
UA32100050720078608;3222086001;Тетерівське;село;Київська;Вишгородський;Іванківська
UA32100050730051003;3222055104;Федорівка;село;Київська;Вишгородський;Іванківська
UA32100050740087417;3222086401;Феневичі;село;Київська;Вишгородський;Іванківська
UA32100050750032823;3222080805;Фрузинівка;село;Київська;Вишгородський;Іванківська
UA32100050760069762;3222083203;Хочева;село;Київська;Вишгородський;Іванківська
UA32100050770059238;3222085602;Чкаловка;село;Київська;Вишгородський;Іванківська
UA32100050780017936;3222084205;Шевченкове;село;Київська;Вишгородський;Іванківська
UA32100050790097899;3222080909;Шевченкове;село;Київська;Вишгородський;Іванківська
UA32100050800085268;3222086801;Шпилі;село;Київська;Вишгородський;Іванківська
UA32100050810034142;3222081907;Яхнівка;село;Київська;Вишгородський;Іванківська
UA32100070010044762;3221886001;Нові Петрівці;село;Київська;Вишгородський;Петрівська
UA32100070020045238;3221885203;Гута-Межигірська;село;Київська;Вишгородський;Петрівська
UA32100070030073050;3221885201;Лютіж;село;Київська;Вишгородський;Петрівська
UA32100070040094964;3221887801;Старі Петрівці;село;Київська;Вишгородський;Петрівська
UA32100090010043759;3221886801;Пірнове;село;Київська;Вишгородський;Пірнівська
UA32100090020015929;3221888002;Боденьки;село;Київська;Вишгородський;Пірнівська
UA32100090030075861;3221881601;Вища Дубечня;село;Київська;Вишгородський;Пірнівська
UA32100090040099260;3221881402;Воропаїв;село;Київська;Вишгородський;Пірнівська
UA32100090050071430;3221882801;Жукин;село;Київська;Вишгородський;Пірнівська
UA32100090060080891;3221884001;Лебедівка;село;Київська;Вишгородський;Пірнівська
UA32100090070065170;3221885601;Нижча Дубечня;село;Київська;Вишгородський;Пірнівська
UA32100090080034618;3221886401;Новосілки;село;Київська;Вишгородський;Пірнівська
UA32100090090015570;3221882802;Ровжі;село;Київська;Вишгородський;Пірнівська
UA32100090100069464;3221888001;Сувид;село;Київська;Вишгородський;Пірнівська
UA32100110010034519;3223556100;Красятичі;селище міського типу;Київська;Вишгородський;Поліська
UA32100110020046581;3223581602;Буда Вовчківська;село;Київська;Вишгородський;Поліська
UA32100110030075951;3223588002;Буда-Радинська;село;Київська;Вишгородський;Поліська
UA32100110040033563;3223583602;Вересня;село;Київська;Вишгородський;Поліська
UA32100110050015380;3223581601;Вовчків;село;Київська;Вишгородський;Поліська
UA32100110060051684;3223581502;Городещина;село;Київська;Вишгородський;Поліська
UA32100110070026183;3223581505;Дубова;село;Київська;Вишгородський;Поліська
UA32100110080073018;3223556104;Дубова;село;Київська;Вишгородський;Поліська
UA32100110090091937;3223583601;Залишани;село;Київська;Вишгородський;Поліська
UA32100110100035924;3223584001;Зелена Поляна;село;Київська;Вишгородський;Поліська
UA32100110110052249;3223585204;Зірка;село;Київська;Вишгородський;Поліська
UA32100110120089150;3223588402;Калинівка;село;Київська;Вишгородський;Поліська
UA32100110130055146;3223581501;Левковичі;село;Київська;Вишгородський;Поліська
UA32100110140062980;3223556103;Лісове;село;Київська;Вишгородський;Поліська
UA32100110150095487;3223585201;Луговики;село;Київська;Вишгородський;Поліська
UA32100110160028630;3223585601;Максимовичі;село;Київська;Вишгородський;Поліська
UA32100110170088810;3223586401;Мар’янівка;село;Київська;Вишгородський;Поліська
UA32100110180057827;3223556102;Міхлівщина;село;Київська;Вишгородський;Поліська
UA32100110190082842;3223586801;Млачівка;село;Київська;Вишгородський;Поліська
UA32100110200063086;3223587403;Нівецьке;село;Київська;Вишгородський;Поліська
UA32100110210048605;3223588004;Омелянівка;село;Київська;Вишгородський;Поліська
UA32100110220027869;3223587601;Рагівка;село;Київська;Вишгородський;Поліська
UA32100110230042022;3223588001;Радинка;село;Київська;Вишгородський;Поліська
UA32100110240067957;3223587401;Романівка;село;Київська;Вишгородський;Поліська
UA32100110250047046;3223589204;Стара Марківка;село;Київська;Вишгородський;Поліська
UA32100110260024990;3223588401;Стещина;село;Київська;Вишгородський;Поліська
UA32100110270032165;3223581604;Стовпне;село;Київська;Вишгородський;Поліська
UA32100110280083504;3223588005;Федорівка;село;Київська;Вишгородський;Поліська
UA32100110290025700;3223587407;Черемошна;село;Київська;Вишгородський;Поліська
UA32100110300049492;3223589201;Шкнева;село;Київська;Вишгородський;Поліська
UA32100130010084793;3211500000;Славутич;місто;Київська;Вишгородський;Славутицька
UA32120010010027554;3220610100;Богуслав;місто;Київська;Обухівський;Богуславська
UA32120010020019029;3220680301;Біївці;село;Київська;Обухівський;Богуславська
UA32120010030092426;3220681402;Бородані;село;Київська;Обухівський;Богуславська
UA32120010040010434;3220685301;Вільховець;село;Київська;Обухівський;Богуславська
UA32120010050056077;3220687302;Дешки;село;Київська;Обухівський;Богуславська
UA32120010060019686;3220681401;Дибинці;село;Київська;Обухівський;Богуславська
UA32120010070084418;3220687602;Івки;село;Київська;Обухівський;Богуславська
UA32120010080086154;3220682201;Ісайки;село;Київська;Обухівський;Богуславська
UA32120010090067069;3220685302;Калинівка;село;Київська;Обухівський;Богуславська
UA32120010100071242;3220688002;Карандинці;село;Київська;Обухівський;Богуславська
UA32120010110078507;3220682701;Киданівка;село;Київська;Обухівський;Богуславська
UA32120010120010018;3220686602;Лютарі;село;Київська;Обухівський;Богуславська
UA32120010130051266;3220683601;Мисайлівка;село;Київська;Обухівський;Богуславська
UA32120010140073572;3220684801;Москаленки;село;Київська;Обухівський;Богуславська
UA32120010150056638;3220685303;Половецьке;село;Київська;Обухівський;Богуславська
UA32120010160079188;3220687603;Поташня;село;Київська;Обухівський;Богуславська
UA32120010170065163;3220686201;Розкопанці;село;Київська;Обухівський;Богуславська
UA32120010180051375;3220686601;Саварка;село;Київська;Обухівський;Богуславська
UA32120010190087356;3220685304;Семигори;село;Київська;Обухівський;Богуславська
UA32120010200064697;3220687001;Синиця;село;Київська;Обухівський;Богуславська
UA32120010210045375;3220687301;Тептіївка;село;Київська;Обухівський;Богуславська
UA32120010220062581;3220688003;Туники;село;Київська;Обухівський;Богуславська
UA32120010230019437;3220687601;Хохітва;село;Київська;Обухівський;Богуславська
UA32120010240086846;3220683602;Чайки;село;Київська;Обухівський;Богуславська
UA32120010250079307;3220688001;Шупики;село;Київська;Обухівський;Богуславська
UA32120010260098163;3220682202;Яцюки;село;Київська;Обухівський;Богуславська
UA32120030010069648;3210700000;Васильків;місто;Київська;Обухівський;Васильківська
UA32120030020042673;3221480201;Барахти;село;Київська;Обухівський;Васильківська
UA32120030030015090;3221482802;Безп’ятне;село;Київська;Обухівський;Васильківська
UA32120030040085078;3221480501;Велика Бугаївка;село;Київська;Обухівський;Васильківська
UA32120030050026543;3221480701;Велика Вільшанка;село;Київська;Обухівський;Васильківська
UA32120030060051591;3221486502;Заріччя;село;Київська;Обухівський;Васильківська
UA32120030070030207;3221482801;Застугна;село;Київська;Обухівський;Васильківська
UA32120030080089074;3221483001;Здорівка;село;Київська;Обухівський;Васильківська
UA32120030090095943;3221482803;Зозулі;село;Київська;Обухівський;Васильківська
UA32120030100053832;3221483801;Кодаки;село;Київська;Обухівський;Васильківська
UA32120030110034628;3221482804;Кулібаба;село;Київська;Обухівський;Васильківська
UA32120030120027439;3221484701;Луб’янка;село;Київська;Обухівський;Васильківська
UA32120030130099119;3221485601;Митниця;село;Київська;Обухівський;Васильківська
UA32120030140047738;3221486501;Погреби;село;Київська;Обухівський;Васильківська
UA32120030150085135;3221487801;Тростинка;село;Київська;Обухівський;Васильківська
UA32120030160039938;3221488602;Червоне;село;Київська;Обухівський;Васильківська
UA32120030170098277;3221482805;Червоне;село;Київська;Обухівський;Васильківська
UA32120030180048636;3221488603;Червоне Поле;село;Київська;Обухівський;Васильківська
UA32120030190097902;3221488601;Шевченківка;село;Київська;Обухівський;Васильківська
UA32120030200057594;3221489001;Яцьки;село;Київська;Обухівський;Васильківська
UA32120050010091788;3222210100;Кагарлик;місто;Київська;Обухівський;Кагарлицька
UA32120050020043305;3222284802;Антонівка;село;Київська;Обухівський;Кагарлицька
UA32120050030013366;3222280801;Бендюгівка;село;Київська;Обухівський;Кагарлицька
UA32120050040026051;3222281201;Бурти;село;Київська;Обухівський;Кагарлицька
UA32120050050021848;3222288604;Виселкове;село;Київська;Обухівський;Кагарлицька
UA32120050060022117;3222288602;Воронівка;село;Київська;Обухівський;Кагарлицька
UA32120050070072964;3222282403;Горохівське;село;Київська;Обухівський;Кагарлицька
UA32120050080068191;3222282401;Горохове;село;Київська;Обухівський;Кагарлицька
UA32120050090018737;3222282001;Горохуватка;село;Київська;Обухівський;Кагарлицька
UA32120050100057723;3222283201;Демівщина;село;Київська;Обухівський;Кагарлицька
UA32120050110019583;3222283601;Зелений Яр;село;Київська;Обухівський;Кагарлицька
UA32120050120064925;3222289202;Землянка;село;Київська;Обухівський;Кагарлицька
UA32120050130012942;3222283801;Зікрачі;село;Київська;Обухівський;Кагарлицька
UA32120050140017482;3222284003;Зорівка;село;Київська;Обухівський;Кагарлицька
UA32120050150025009;3222282002;Іванівка;село;Київська;Обухівський;Кагарлицька
UA32120050160084112;3222284001;Кадомка;село;Київська;Обухівський;Кагарлицька
UA32120050170085454;3222284004;Калинівка;село;Київська;Обухівський;Кагарлицька
UA32120050180044050;3222284801;Леонівка;село;Київська;Обухівський;Кагарлицька
UA32120050190064268;3222285401;Липовець;село;Київська;Обухівський;Кагарлицька
UA32120050200082158;3222285201;Ліщинка;село;Київська;Обухівський;Кагарлицька
UA32120050210039523;3222285601;Мирівка;село;Київська;Обухівський;Кагарлицька
UA32120050220064192;3222285801;Новосілки;село;Київська;Обухівський;Кагарлицька
UA32120050230036537;3222283202;Оріхове;село;Київська;Обухівський;Кагарлицька
UA32120050240027456;3222281202;Очеретяне;село;Київська;Обухівський;Кагарлицька
UA32120050250061044;3222286001;Переселення;село;Київська;Обухівський;Кагарлицька
UA32120050260059082;3222286601;Расавка;село;Київська;Обухівський;Кагарлицька
UA32120050270073227;3222285202;Расавка;село;Київська;Обухівський;Кагарлицька
UA32120050280083516;3222286801;Слобода;село;Київська;Обухівський;Кагарлицька
UA32120050290081543;3222287201;Стави;село;Київська;Обухівський;Кагарлицька
UA32120050300086546;3222288201;Сущани;село;Київська;Обухівський;Кагарлицька
UA32120050310099965;3222282003;Тарасівка;село;Київська;Обухівський;Кагарлицька
UA32120050320050780;3222285203;Тернівка;село;Київська;Обухівський;Кагарлицька
UA32120050330091127;3222288601;Халча;село;Київська;Обухівський;Кагарлицька
UA32120050340061540;3222288801;Черняхів;село;Київська;Обухівський;Кагарлицька
UA32120050350056049;3222289001;Шпендівка;село;Київська;Обухівський;Кагарлицька
UA32120050360047052;3222289201;Шубівка;село;Київська;Обухівський;Кагарлицька
UA32120070010077944;3223155400;Козин;селище міського типу;Київська;Обухівський;Козинська
UA32120070020012489;3223187702;Березове;село;Київська;Обухівський;Козинська
UA32120070030087467;3223180501;Великі Дмитровичі;село;Київська;Обухівський;Козинська
UA32120070040087262;3223187703;Капустяна;село;Київська;Обухівський;Козинська
UA32120070050089898;3223187704;Конюша;село;Київська;Обухівський;Козинська
UA32120070060020203;3223186802;Креничі;село;Київська;Обухівський;Козинська
UA32120070070056686;3223180502;Малі Дмитровичі;село;Київська;Обухівський;Козинська
UA32120070080094229;3223187705;Нові Безрадичі;село;Київська;Обухівський;Козинська
UA32120070090076990;3223187706;Паращина;село;Київська;Обухівський;Козинська
UA32120070100026593;3223186801;Підгірці;село;Київська;Обухівський;Козинська
UA32120070110079333;3223186803;Романків;село;Київська;Обухівський;Козинська
UA32120070120010675;3223187701;Старі Безрадичі;село;Київська;Обухівський;Козинська
UA32120070130094618;3223187707;Тарасівка;село;Київська;Обухівський;Козинська
UA32120090010020161;3222910100;Миронівка;місто;Київська;Обухівський;Миронівська
UA32120090020055099;3222988302;Андріївка;село;Київська;Обухівський;Миронівська
UA32120090030041041;3222981202;Вахутинці;село;Київська;Обухівський;Миронівська
UA32120090040017737;3222980901;Вікторівка;село;Київська;Обухівський;Миронівська
UA32120090050098198;3222981201;Владиславка;село;Київська;Обухівський;Миронівська
UA32120090060060510;3222982902;Горобіївка;село;Київська;Обухівський;Миронівська
UA32120090070043498;3222981203;Гулі;село;Київська;Обухівський;Миронівська
UA32120090080015668;3222981801;Ємчиха;село;Київська;Обухівський;Миронівська
UA32120090090058458;3222982201;Зеленьки;село;Київська;Обухівський;Миронівська
UA32120090100032204;3220681801;Іванівка;село;Київська;Обухівський;Миронівська
UA32120090110075455;3222982601;Карапиші;село;Київська;Обухівський;Миронівська
UA32120090120093663;3222982901;Кип’ячка;село;Київська;Обухівський;Миронівська
UA32120090130030165;3222983301;Козин;село;Київська;Обухівський;Миронівська
UA32120090140068149;3222983401;Коритище;село;Київська;Обухівський;Миронівська
UA32120090150039576;3222983602;Кулешів;село;Київська;Обухівський;Миронівська
UA32120090160032691;3222983302;Кутелів;село;Київська;Обухівський;Миронівська
UA32120090170083777;3222983601;Македони;село;Київська;Обухівський;Миронівська
UA32120090180022511;3222983603;Малі Прицьки;село;Київська;Обухівський;Миронівська
UA32120090190064946;3222984301;Маслівка;село;Київська;Обухівський;Миронівська
UA32120090200038911;3222980902;Матвіївка;село;Київська;Обухівський;Миронівська
UA32120090210016006;3222989103;Микитяни;село;Київська;Обухівський;Миронівська
UA32120090220025312;3220684401;Михайлівка;село;Київська;Обухівський;Миронівська
UA32120090230024045;3222988303;Нова Миронівка;село;Київська;Обухівський;Миронівська
UA32120090240065971;3222910101;Нова Олександрівка;село;Київська;Обухівський;Миронівська
UA32120090250065359;3222980301;Олександрівка;село;Київська;Обухівський;Миронівська
UA32120090260066023;3220684402;Олексіївка;село;Київська;Обухівський;Миронівська
UA32120090270089492;3222985701;Польове;село;Київська;Обухівський;Миронівська
UA32120090280088024;3222985901;Потік;село;Київська;Обухівський;Миронівська
UA32120090290038504;3222986301;Пустовіти;село;Київська;Обухівський;Миронівська
UA32120090300049731;3222988304;П’ятихатка;село;Київська;Обухівський;Миронівська
UA32120090310054398;3222986701;Росава;село;Київська;Обухівський;Миронівська
UA32120090320023012;3222983303;Салів;село;Київська;Обухівський;Миронівська
UA32120090330072195;3222985703;Світле;село;Київська;Обухівський;Миронівська
UA32120090340065644;3222982904;Тарасівка;село;Київська;Обухівський;Миронівська
UA32120090350047036;3222988001;Тулинці;село;Київська;Обухівський;Миронівська
UA32120090360029948;3222980903;Фролівка;село;Київська;Обухівський;Миронівська
UA32120090370031828;3222988301;Центральне;село;Київська;Обухівський;Миронівська
UA32120090380073658;3222988401;Шандра;село;Київська;Обухівський;Миронівська
UA32120090390084978;3222988801;Юхни;село;Київська;Обухівський;Миронівська
UA32120090400031691;3222989101;Яхни;село;Київська;Обухівський;Миронівська
UA32120110010071582;3211600000;Обухів;місто;Київська;Обухівський;Обухівська
UA32120110020068402;3223185602;Безіменне;село;Київська;Обухівський;Обухівська
UA32120110030025634;3223184601;Германівка;село;Київська;Обухівський;Обухівська
UA32120110040034460;3223182001;Григорівка;село;Київська;Обухівський;Обухівська
UA32120110050099925;3223182002;Гусачівка;село;Київська;Обухівський;Обухівська
UA32120110060086476;3223182501;Дерев’яна;село;Київська;Обухівський;Обухівська
UA32120110070070132;3223183001;Деремезна;село;Київська;Обухівський;Обухівська
UA32120110080011077;3223183401;Долина;село;Київська;Обухівський;Обухівська
UA32120110090088507;3223184202;Застугна;село;Київська;Обухівський;Обухівська
UA32120110100017758;3223185102;Козіївка;село;Київська;Обухівський;Обухівська
UA32120110110028272;3223184201;Копачів;село;Київська;Обухівський;Обухівська
UA32120110120019908;3223185601;Красна Слобідка;село;Київська;Обухівський;Обухівська
UA32120110130033510;3223185101;Красне Перше;село;Київська;Обухівський;Обухівська
UA32120110140046894;3223187202;Кулі;село;Київська;Обухівський;Обухівська
UA32120110150060724;3211690001;Ленди;село;Київська;Обухівський;Обухівська
UA32120110160018322;3223183402;Макарівка;село;Київська;Обухівський;Обухівська
UA32120110170039279;3223186001;Мала Вільшанка;село;Київська;Обухівський;Обухівська
UA32120110180044507;3223182003;Матяшівка;село;Київська;Обухівський;Обухівська
UA32120110190092440;3223186201;Нещерів;село;Київська;Обухівський;Обухівська
UA32120110200060550;3223186401;Перегонівка;село;Київська;Обухівський;Обухівська
UA32120110210060803;3223186601;Перше Травня;село;Київська;Обухівський;Обухівська
UA32120110220071174;3223187201;Семенівка;село;Київська;Обухівський;Обухівська
UA32120110230026992;3223186002;Степок;село;Київська;Обухівський;Обухівська
UA32120110240097273;3211690002;Таценки;село;Київська;Обухівський;Обухівська
UA32120110250097285;3223184203;Шевченкове;село;Київська;Обухівський;Обухівська
